regions,flow,sector,category,elements,materials,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Korea,inflow,electricity,grid,lines,Aluminium,0.8431660076192362,0.7592479331849394,0.6709792716448871,0.5843721390350097,0.9005416325782544,0.8862660678254736,0.8556527456907035,1.1901505335344384,1.6318156393709604,1.6146171987514444,2.1816607846484732,2.9003271052187904,3.246290272626344,2.933531855092696,4.224952040479818,4.910059214253267,4.875874920595385,4.701502150722634,6.149448978871347,6.038451002940285,5.60717478836296,5.873422604135659,6.2278525545358505,5.63237704426258,5.774005467532446,5.911868158156187,7.0394465304576235,9.99830054365119,11.274131755718445,10.841374890623108,11.592595848267559,10.986398545691529,8.025726386765307,6.323214036906,6.826568389719695,7.047060108731272,7.22680342392498,8.363025434980484,9.861555818448682,9.750739534928671,9.678036949992027,12.45533065005699,14.04199030902135,15.420212242241085,16.39966492092888,16.53974395138997,12.681880563928013,9.434292432354155,6.3804671492769645,4.148465646843655,2.443090502115319,2.487918036806373,2.73367060138096,3.0592626413963186,3.5869300150204344,4.250806668586595,4.701995376160535,5.113122190078338,5.356601041459365,5.272640170213052,5.136658377220901,4.976155477978196,4.8183985339466835,4.716845425661761,4.841645970415577,5.06002449639515,5.352148130183924,5.707436839683214,6.11200021689711,6.261475876933483,6.21795370848918,6.135943298601781,5.995634070770435,5.794248328513198,5.808090776120358,5.906340588384131,5.964216705470342,6.07583968856615,6.1605081711334195,6.085904175528861
Mexico,inflow,electricity,grid,lines,Aluminium,6.2067809141080135,5.556494898336408,4.900592993486073,4.253492257478381,4.433344672774833,7.009292135793077,10.94025328641832,12.16108895906982,13.586171900943526,14.71999225952823,20.48767147113045,18.29380574317891,18.72051816267767,18.693891748012092,20.288861735071844,12.961642726684024,12.262981225349877,14.342738520931837,21.137362737469825,24.276500076662682,29.89540389884603,37.5433809656328,38.01248205853975,34.17769312583817,33.0909351916508,35.44817584569403,31.363954900869484,33.536848435967926,38.64415116792431,38.167390769618734,33.60625961719766,34.19184563950728,31.978024823166688,30.779957769903106,32.64783119905312,32.763137488243835,35.28573626795071,35.542572532691864,32.89887837241694,27.08769347010507,29.93702647192959,33.82178291214335,44.538159113474116,58.20693838980817,70.47946085306178,67.8807557064927,61.87376863251921,47.14889477066728,28.250910228627294,15.421177634512189,10.919371652768305,14.379783665768933,20.6597786532766,29.57722574141533,40.93226321487287,53.80753764332553,59.85958981489235,69.57270005272994,77.8774422993363,84.46206169359901,89.95189445657371,95.15035122451185,101.00334488157121,107.73363776153644,115.63824340452126,123.89299967748627,131.72848503845685,136.1054729183787,136.39303208363756,133.2433379442638,128.67383065359212,123.98218974735249,121.27997565164688,120.60505365755064,121.3823176461668,121.45228775401685,120.4772901550656,118.5056111526201,116.00988448795728,113.23666168356928
Middle East,inflow,electricity,grid,lines,Aluminium,12.553078854004777,11.11072692935697,9.65438637566519,8.164913806441426,8.648440346785549,7.557902453693286,8.159774495103026,12.08266120252854,11.187565316413993,8.217001584794783,7.963918795649632,7.593003588224855,5.040632118355312,8.942670824978487,13.54854544205811,21.94359379050859,37.172635582736966,45.329721690231224,52.357266760307326,63.40549472379106,67.2665807578043,61.331080839428694,59.20734778505011,59.22834264560811,55.52930600922714,59.87402615332585,68.57585098869413,84.81125304129615,97.84386345537058,107.9645987317416,111.57715377360918,118.96927879908058,120.66989379605884,128.75658058770813,134.1741621053649,133.81686760150558,124.53835004608943,116.86086770569644,101.41208906841628,97.37589230720478,115.09131501610939,150.26154600438264,174.85337433942547,198.0550732761495,204.95612150807423,183.18032613194032,133.86797403901707,99.62522924348464,85.13100164372767,78.32312202580448,83.42874191160928,109.88809444039393,135.99589629814912,144.07873114534453,148.05619066771428,146.87654376447784,132.7860993848964,109.74928779422653,91.39507136863725,87.60207641197212,98.61749984363628,120.99093130188466,147.3952379956907,170.6477091752138,185.97719691002848,193.67932276501375,195.5922057831105,193.53536807499722,188.93300086128696,181.55490674683955,173.363648372593,166.56983076795808,162.65150332215364,159.60272734302202,164.0162685973607,170.88128460045917,175.6044484054669,182.8641524593465,194.4566234265717,195.3151467098808
Northern Africa,inflow,electricity,grid,lines,Aluminium,8.196788535475333,7.342015712875679,6.531725744016713,5.683310723324141,7.474302574051399,9.228679341896356,12.020236529423153,12.30383088446287,14.057824683262517,12.585967865672504,12.293918071020062,15.425872666449466,22.217344235619805,26.32209868144596,30.922215601992843,34.36419150442696,35.988461216027716,35.05636995449138,36.466219174443765,37.50589284284654,37.97374668359919,33.41687919741018,34.49833651363127,36.36380431402991,38.6037116905506,49.24701096066094,58.247992718491574,58.303502831296974,60.29069633353136,58.258026140223535,46.64620963909838,48.602024677534104,58.225627957092925,71.84574434413925,89.40527607459593,107.7026045511545,118.60256815716731,123.81112660265207,119.09783722282742,115.12692629631638,110.48324025889143,104.53563268576718,106.21102284834933,115.50059256053808,118.7342529424824,123.07416609313759,115.37166011340096,98.81068852090294,75.25995020812827,73.53119806760833,79.38136419139181,101.18487810935034,136.97631912119354,178.77139577315592,204.73847043281242,222.9865781566004,237.5707557637595,240.39607616260207,237.10927766003047,232.41450850879588,227.8419034094708,222.66649100556765,223.97982759783181,232.68186460407327,246.84137952884694,265.0903840841093,286.23159186549134,300.05954646539703,305.2352026618705,305.2046415282035,302.0625909027325,299.16424627800046,300.54740539016746,305.40639096132844,310.7663947720102,314.01215462822216,311.6701020778501,306.9090503733241,300.34658747925795,293.3125803982167
Oceania,inflow,electricity,grid,lines,Aluminium,10.367218535087636,9.285727123150885,8.20477081136716,7.045922243813456,12.910952145994663,10.79073379866685,9.992612746837489,9.738724408433727,13.811988598548156,7.875178608050395,9.91956842335992,12.595895821720962,17.09526901058636,16.875642111328897,20.263841112014155,26.90668427537671,30.256872411756326,32.82520878770443,33.74550731773758,33.56309932757592,31.968566372752132,29.92389927100821,25.334206184771578,25.388131195851397,27.31095028226505,27.56771474107865,31.79455894743488,36.90137605082856,37.33775412273019,36.38657074932487,34.032976038096535,29.554345519029017,27.270193392841666,28.64662356937362,28.42688014190841,27.732156033506044,29.276460155620605,26.648869770168016,21.73403657705964,18.76147500999469,21.039115730688057,22.934879160342692,27.3976074454816,32.47011603206483,32.519946331655774,27.9233335331423,23.43003835402371,22.93774505803497,21.566176149026262,25.87629535107554,30.577834914450026,33.98065074684203,32.15658518066117,31.11257581824592,29.043785170650363,28.322210209785776,28.5876237314708,30.044647158638874,32.08292856829705,34.223289546843944,35.436989412633935,36.09379587758818,36.49657237641291,36.751034721239044,37.33023598015379,38.83954356579494,40.71517827641791,42.251175680703895,43.365203387150245,44.22758945938417,43.96375132431952,44.052103788202686,44.67196786909162,45.7377804848191,46.642478141207185,47.610156517706685,47.50491593510164,46.45331163244968,44.89259509344409,43.18904710034201
Rest of South America,inflow,electricity,grid,lines,Aluminium,20.090386637499545,18.1227574296813,16.07390870640609,13.985260117638587,22.996166426021503,21.10955264424026,23.82192508028187,26.668347330631466,31.627837226246154,27.676330769731077,27.33704476763281,30.297087477325796,35.34116208270409,36.92619480879273,36.89617648345688,51.424920242412604,61.256455638418956,51.703017586627624,44.200312682538545,48.34605578225568,44.933392087497296,29.648874858375322,47.93452869771845,67.76754129432308,69.01605834227692,71.24960404261284,93.08042025249175,85.12347907263451,72.95657812141002,74.26938502359123,65.83823322774101,59.253969917093876,65.37702495408641,84.46507022179982,90.35128768453815,103.59674646554832,91.57989250552558,82.17245940122055,58.475665402392686,43.835840138273255,32.62314498294542,39.54872182184745,48.97676320191188,73.27548515645945,91.96120341681672,97.68949686913102,111.49536670916493,100.67647443299485,96.68385097998205,105.6210718959726,113.07864915445138,113.2902335599221,138.03109827285652,146.7858337522871,147.84281131088682,164.7638662423227,182.81514778682865,199.20737917699347,213.21844755975187,224.79736513367934,233.26171945295673,237.44005967849762,243.4784299794415,254.8100676939479,271.02177265398336,290.3912718354294,309.4429271176612,320.15671106948685,322.24576871098265,317.17145181848184,305.64260065037047,294.0607500721516,286.11192335984026,279.87789513780467,273.8337007157976,267.95217449601193,258.37243105732375,247.03462351860983,235.61233930966108,224.55643631563058
Rest of South Asia,inflow,electricity,grid,lines,Aluminium,3.3629337863799207,3.0398519961391672,2.705692148259024,2.3669665878890482,4.333225325453087,6.233835718786824,6.029057073140651,10.384762683631143,12.241704741857152,11.347616537330135,9.864209989831165,11.070085937982586,9.618404262615698,12.723117541676352,11.76805990052788,14.20535874333735,16.258395886082013,20.131366190399966,19.54068495730324,21.612823178184975,21.964118610874806,26.886864124291197,24.17209243120361,29.915950288979133,31.60145161783387,31.268404621938718,25.851141466549628,22.96427097229139,14.08904587330848,15.018346081604568,15.184120582084056,18.427515970173697,21.772264917765067,26.158390940211117,24.248515204329987,27.623942364731953,34.09299484035095,40.12316673291277,43.905707302620286,50.58113591791784,51.25187739060718,47.81065404804481,43.616504683252955,39.800850698925125,33.50684954661087,39.3851225332648,39.42919040907595,45.97216676449502,55.129677658751476,69.05981939958377,70.91987638196893,78.94951209479675,84.62165172116597,89.60796172832931,93.22578654794047,101.06873525920017,108.7215199691469,114.97573507318438,121.14614742285666,127.76597059155347,133.78656329168496,140.5830227053392,152.98196762303368,169.74803875066553,189.3873985734024,211.9172175592946,235.88593696105406,254.4538318726073,268.51590876607935,279.0476431000479,286.5803840356175,292.521362049442,299.6328190167786,307.1454804424338,315.4446364393678,324.52414483811833,333.0832916842556,341.345025493848,349.69470745413065,357.4936027906506
Rest of Southern Africa,inflow,electricity,grid,lines,Aluminium,3.5594690585143693,3.2101934534959433,2.855578417830709,2.4972134433901076,28.2571932215773,30.94002087641804,36.90011496219749,36.659841472485155,37.26392426935365,11.079354762021149,9.82920721644244,5.741105686585473,7.84285367438764,8.862904722825952,10.53710170917999,8.48369111178198,6.416094081293004,4.350392548767471,2.524266374736301,7.681510054617722,12.094876252462216,12.200172453374176,12.338820350179622,12.419430057371647,5.531061903826066,2.1063000171825914,3.5143070993526697,22.138978624706,30.59452973318349,46.98373943927419,53.00466101574646,58.75385513132341,47.92137284239141,51.016379864519116,37.291737740807655,33.02969194366546,30.82712162651146,25.241156621215566,15.264763152937808,14.2512639428083,13.31136350466619,14.651954339116804,17.494038333482084,26.392642795464653,37.91149912527793,50.601707734911265,57.751764934886765,67.90319407008695,75.24557807588123,80.79789339767615,81.82065938133583,85.87815070012269,88.37196947240848,88.32888807417984,87.48131286645787,90.62691900360672,93.2958539080109,97.90581944462184,104.3764346093978,112.60162179496032,120.50330026062807,127.29963939582424,133.64048261579012,139.85480249169638,145.73108427189788,153.62814182676763,162.66028459458238,171.77092348474622,181.56396927100675,193.13070608302337,203.08546973369903,214.58695524355707,228.38352172702756,243.09918323488944,257.76714782093217,275.52763018786777,293.6166302246235,311.2794457250975,329.55954257213364,348.9153160715005
Russia Region,inflow,electricity,grid,lines,Aluminium,75.3448738296801,67.83511675230382,78.6889661368829,89.62031582088301,104.12505427598714,116.01100509571569,153.57643220625712,166.50438559883312,171.2485649530843,183.9839846819458,191.57775740413257,171.47491079260328,159.06024864484044,178.463740549763,177.15938687326206,174.1016789684542,201.38888076655886,219.2631539943018,195.10949089274453,179.92000954509604,179.4708994101863,167.97208751668904,158.66542031301782,163.81269342111256,160.62037780456544,143.478997618474,105.28108006074474,82.45835927795255,61.21789561557555,48.89150853725681,46.19894429206339,56.179305636358826,54.43745961008495,58.16484440343328,58.94873268342864,59.33631274721875,79.00566810972329,100.0666598764213,121.67032335344622,150.2803387480283,188.6042397832748,189.48783896669195,192.35538905712923,196.09492037892912,181.8491531125593,153.50515865782177,151.5245314483062,145.86992980097025,141.99515983506328,148.71973676330757,162.28045855715553,155.8113452727425,165.62022960309582,157.784528839542,156.5470458084068,151.52159287598306,158.62044335191737,150.12597402743765,152.1512608879102,147.44177890064,141.39459922939557,133.74714863934022,124.45266192964034,113.20348539316049,101.64205866690382,91.59307789428433,81.52482437339032,74.47163504345306,67.93516537480255,64.17130128621957,60.90794150709362,58.14424328190477,54.005013090851776,51.84254878791073,49.737192344682875,47.78767883268781,48.5136656448966,52.98305848891825,56.94566732458581,61.766235696953544
South Africa,inflow,electricity,grid,lines,Aluminium,9.79637728012447,8.851550744206431,8.03191465067525,7.179852502341299,13.783383014814676,20.088492477454654,24.422773956998505,27.795392165462673,31.155053978554804,26.798533944984694,23.484639349263805,22.07965776784103,21.518449912016056,25.889554559838565,31.625216925721844,30.95477993933447,31.698161617253778,42.79453560241199,37.24458311956791,29.591803770274943,26.875098453671942,23.12669928072716,11.833933108771163,12.635831895068995,19.117908481653213,26.262058017726762,33.866900991645814,35.5140207751554,36.33932447096993,27.8757252595665,19.385571358066414,11.372786603226018,7.42770675784913,8.498755763566619,17.801243878762094,27.08594331987266,36.39760979499906,44.03144925894698,42.95258158703569,34.63144208098053,26.60014854005094,18.428731880233396,12.035717861945246,14.855364054088085,15.581638812578591,16.416808919847202,20.226741958296497,26.292135670081727,30.882802779889243,44.70258511920047,59.4803206760894,71.47333328225629,79.40429779842013,83.85000911805659,85.2444003742871,86.14233575038818,88.29307817237182,91.4187505192984,94.41216331421843,96.81816430007444,98.59445066187666,98.47948544638287,98.58838175433634,98.47173204712976,98.27283618959655,97.52676774797729,96.54175780548212,94.32331205869257,91.55960429664928,88.3288205687971,85.79844437145513,84.31079901226501,83.52002391196395,83.2987274427639,84.06873292280123,84.15650002243694,83.40996820734134,82.47620658107174,81.58826815915357,80.06868565224177
