flow,sector,category,elements,materials,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
inflow,electricity,grid,substations,Concrete,2534.087276174828,2569.9922324972586,2766.819312884437,2982.095829196313,3330.231417270597,3632.011766724061,3975.0465422733823,4315.248354780968,4510.909910908998,4789.847212223502,5102.824957000597,5548.354137294064,5806.20895319728,5579.463791535808,5184.016088964344,4507.559829775955,3458.5457010010978,2530.754507905455,2308.9260637486154,2354.591150685158,2502.540527722022,2789.047186894167,3060.998119716818,3120.432788040514,2989.13141744942,2946.047815579171,2891.040007611407,2788.354391091717,2721.7494369894453,2743.9837734956877,2942.330176567799,3372.7328171650915,3989.5173364923535,4812.848458790333,5689.144998543928,6338.327921889349,6796.279795316036,7114.780529318748,7274.2082136726785,7336.082875548114,7592.04573114855,7941.348903118185,8350.846592794078,8810.830803382805,9291.421575848855,9671.512088039277,9979.731966593808,10206.737127295637,10246.619150435838,10094.410080000238,9783.103815486775
inflow,electricity,grid,transformers,Concrete,3385.0678585520427,3482.471641181022,3786.417450722757,4091.4509822733066,4489.169665832453,4834.248111071742,5227.4380323747155,5625.354497541186,5864.1975521249215,6256.4553938373865,6741.468200268326,7378.107167991353,7812.416935740197,7705.511797540799,7356.928208523201,6597.3888640155765,5394.655609776792,4327.345465260236,4096.100400825517,4216.59896302565,4498.848305067203,4928.318994685015,5315.179775917343,5424.694568834027,5295.722098159842,5272.211921492217,5260.2334258497685,5237.546459047822,5268.08966230458,5421.322763324272,5761.502177047758,6370.519724456922,7169.568877725359,8205.362932409023,9298.97516102171,10253.042260955463,10990.36918944199,11554.80737338795,11920.136226687155,12107.50228300826,12389.524794835806,12739.763890185399,13117.140035451896,13517.581607831333,13932.47278460323,14205.063589421781,14400.574704200564,14531.570396158168,14480.115781486957,14232.946484040596,13825.159393665608
inflow,electricity,grid,lines,Cu,277.2282091488197,279.6987351542831,298.6623594802193,320.1815286778313,358.3064412066004,384.70204649471975,409.03797191559676,443.55847725827323,461.09555149948403,485.02963453286395,521.2672638115357,572.1347765735879,590.4435095696231,560.4929818656906,522.4512535136638,451.0197503796762,360.0491987347311,284.55926408373796,279.9565652292489,303.1788360399998,336.6917373846643,369.3722260923148,397.4140143440949,407.9989946533542,389.972414602206,380.8279517854847,375.2350958073359,374.4860077705797,375.56145793156605,380.3942018329653,400.3424705449898,440.4235693219861,491.7566148587106,566.0334763288415,653.1422371922656,720.4744965687892,768.4662995137784,802.2834616418011,820.0509406117206,830.898229397023,863.0420992600406,906.9966496516297,959.0751819984094,1018.0549023862903,1078.7371856528182,1131.1009090250384,1176.6216379125685,1214.0035075031765,1230.443282736896,1223.2364911097288,1192.3560904778724
inflow,electricity,grid,substations,Cu,8.97846390552172,9.187463755842597,10.010593184023794,10.859453144993338,12.062290482579318,13.099854384962404,14.283941808984522,15.472498046217993,16.159711344064423,17.254864870124138,18.57143073517718,20.356935932680962,21.496480575965247,20.93591067920203,19.67618902658411,17.241069620577733,13.444272006033662,10.067641368248694,9.250129358438773,9.46950035174296,10.137071246992354,11.272218655259236,12.3019646892649,12.506102473471596,11.98806519844348,11.786180637642408,11.586022318776216,11.289484394067339,11.153985082786386,11.371832520850447,12.146295737452808,13.73507579012334,15.936088493077454,18.847968020849883,21.93719251828208,24.496382400697826,26.404479618148226,27.821635443502604,28.68036092865552,29.111013279548143,30.034078773610165,31.26931057077486,32.69218137673397,34.27722231074644,35.959955020778295,37.26298014967985,38.33673340460029,39.17681820166848,39.39595917779872,38.94437538193071,37.91784387038197
inflow,electricity,grid,transformers,Cu,418.95424833378246,430.42098651619796,467.120009043056,504.2727405261893,553.7497812673935,596.7041122703431,645.5836540198474,694.9434715832698,724.5080594604566,772.1958115044586,830.5997513539194,907.8144615940219,959.8155707444857,944.695377282095,900.403243211927,806.5590637320535,658.0915249083782,526.4478415021986,497.8667893129269,512.1930699235575,545.9214212457882,598.1053173023479,645.4633618666209,659.0692762944034,643.5333715952738,641.0791603063316,639.7637419249154,636.5833250685853,639.6526655434741,657.5886985190846,699.2638802784943,774.2322003190025,873.0632780953886,1001.3967137096809,1136.9173077540868,1252.958826292269,1341.9121735713911,1409.371173103183,1452.0992872679076,1473.3846679908818,1507.7756987262997,1550.7213949388824,1597.2086740895636,1646.6765512978404,1697.7663248323456,1731.4614451460204,1755.480567910717,1771.1709767804268,1764.0304571344423,1732.659667002642,1681.554615542965
inflow,electricity,grid,lines,Glass,52.86471182421877,55.13390256850048,61.479476480548115,68.00376303104274,74.63250448999283,80.65795440218764,88.80451045629715,99.51490449102143,103.71910641103126,111.96849538372187,122.23865722264895,134.70515520177648,141.17222031228746,140.443539684767,133.44469493759973,117.30919187524727,91.2785651805682,67.80459095068022,60.1609425886906,60.07010750223345,63.74501269350078,70.75891174222943,76.85053615302822,77.74433944584975,74.65521929512089,73.59700613905902,72.81771655009571,71.83958295073913,72.74111075180822,75.51316480180958,80.54748985540245,90.31946159077613,103.43247780761493,119.81194286912367,137.31962444193627,154.7268847833224,168.53992610614011,179.4122222883576,186.9870387514094,190.94495670776064,195.57051344127444,201.55707960694323,208.13430890829986,215.27310203518755,223.25330020069018,228.57603456513795,232.79336944517812,236.21310910200398,236.67866046787907,233.79474743598857,228.29993104410804
inflow,electricity,grid,substations,Glass,4.512241488063773e-05,4.6830684451678186e-05,5.198115323668774e-05,5.69293176576472e-05,6.271438235144621e-05,6.766461637799282e-05,7.336147275447713e-05,7.919367500633991e-05,8.260122292584374e-05,8.897757521539159e-05,9.728252005085104e-05,0.00010791635997578762,0.0001154644720180836,0.00011460615912549043,0.00010941338339205961,9.686488840955679e-05,7.71657044256236e-05,5.9502481875547854e-05,5.515877344906033e-05,5.673597951942215e-05,6.125886428879335e-05,6.792812628348534e-05,7.362614348464555e-05,7.458951617459071e-05,7.155281143479682e-05,7.012658118055333e-05,6.906713389572214e-05,6.811688709768108e-05,6.824783870495333e-05,7.046599877260985e-05,7.494423828911932e-05,8.344996582520309e-05,9.46361263972667e-05,0.00010922466337539244,0.00012462900525943667,0.00013958226604239863,0.0001514806589500584,0.00016094335154128903,0.00016764103149966461,0.00017151508475979802,0.0001762928106253686,0.0001824916132494603,0.00018942684400384563,0.00019704468570907031,0.0002053554899389991,0.0002115643298457116,0.0002168228917495952,0.0002213415320562091,0.00022307628297843976,0.00022151488301217466,0.00021696780914362147
inflow,electricity,grid,transformers,Glass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflow,electricity,grid,lines,Mn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflow,electricity,grid,substations,Mn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflow,electricity,grid,transformers,Mn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflow,electricity,grid,lines,Nd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflow,electricity,grid,substations,Nd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflow,electricity,grid,transformers,Nd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflow,electricity,grid,lines,Ni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflow,electricity,grid,substations,Ni,0.00676836223209566,0.007024602667751729,0.007797172985503161,0.008539397648647081,0.009407157352716931,0.010149692456698924,0.011004220913171572,0.01187905125095098,0.01239018343887656,0.013346636282308737,0.014592378007627653,0.01618745399636814,0.017319670802712538,0.017190923868823565,0.01641200750880895,0.014529733261433524,0.01157485566384354,0.008925372281332179,0.008273816017359046,0.008510396927913323,0.009188829643319001,0.010189218942522798,0.01104392152269683,0.01118842742618861,0.010732921715219527,0.010518987177083,0.01036007008435832,0.010217533064652161,0.010237175805742996,0.010569899815891482,0.0112416357433679,0.012517494873780465,0.014195418959590011,0.01638369950630886,0.0186943507889155,0.020937339906359795,0.022722098842508757,0.02414150273119334,0.02514615472494969,0.025727262713969697,0.026443921593805285,0.027373741987419056,0.02841402660057684,0.029556702856360542,0.03080332349084986,0.031734649476856745,0.03252343376243927,0.03320122980843137,0.03346144244676596,0.03322723245182619,0.032545171371543224
inflow,electricity,grid,transformers,Ni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflow,electricity,grid,lines,Pb,72.55829318765834,71.81358466284763,76.12935398055114,74.79260610956837,86.03468994099579,91.12892691672238,81.55127243123503,59.630117556217975,62.30558318984824,62.50402306586304,68.86916469619933,85.71796229187603,109.87186878145508,104.90443522440313,108.21256109253204,106.29046869091712,112.55302049389138,119.8735233237576,145.76191813675052,173.2369808933791,201.3789323675211,222.05888575686183,238.43311795080666,242.73630409783703,231.64117832093586,221.35264619496314,214.1372992300063,212.43295391859715,209.27438491064882,212.05681127878563,221.81205655766797,237.34051758671808,253.53661782458335,279.8154085038762,309.95927917266306,335.5392690844174,356.4274194539603,374.48871167876035,388.8604640327232,402.72471075157654,423.09124770138766,449.6746297844598,480.956499878554,516.4082790850731,552.608826153652,587.9110229593393,621.5688114411294,653.1282255789968,676.2306439328727,687.4181776415898,682.3860316186019
inflow,electricity,grid,substations,Pb,1.8048965952255095e-06,1.873227378067128e-06,2.0792461294675095e-06,2.277172706305888e-06,2.5085752940578485e-06,2.7065846551197124e-06,2.934458910179086e-06,3.1677470002535966e-06,3.304048917033748e-06,3.5591030086156624e-06,3.891300802034041e-06,4.316654399031504e-06,4.618578880723344e-06,4.584246365019617e-06,4.376535335682388e-06,3.874595536382273e-06,3.0866281770249437e-06,2.3800992750219143e-06,2.206350937962414e-06,2.269439180776886e-06,2.450354571551734e-06,2.717125051339414e-06,2.945045739385822e-06,2.983580646983628e-06,2.8621124573918733e-06,2.805063247222134e-06,2.762685355828886e-06,2.724675483907244e-06,2.7299135481981328e-06,2.818639950904395e-06,2.9977695315647724e-06,3.337998633008124e-06,3.7854450558906673e-06,4.368986535015697e-06,4.985160210377466e-06,5.583290641695946e-06,6.059226358002337e-06,6.437734061651559e-06,6.7056412599865855e-06,6.860603390391919e-06,7.051712425014744e-06,7.299664529978412e-06,7.577073760153822e-06,7.88178742836281e-06,8.214219597559962e-06,8.462573193828464e-06,8.672915669983807e-06,8.853661282248366e-06,8.923051319137591e-06,8.860595320486985e-06,8.678712365744859e-06
inflow,electricity,grid,transformers,Pb,0.0019300140021861656,0.0019511808305436268,0.0020709853444025803,0.0022092399277771485,0.0024498723526147673,0.0026602977590112964,0.002896901193933838,0.0031298911611267414,0.0032664355754944735,0.003440757748493759,0.0036237974821820007,0.0038945974236813405,0.004040496883340273,0.0038699392405200034,0.0036043900213837505,0.0031807084810198012,0.002519326428060678,0.0019388136429381742,0.0018105150708893074,0.0018458551420065324,0.0019376381566463343,0.0021260709272182725,0.0023157538214912095,0.0023806198567780743,0.0023314313485204258,0.0023435898249596606,0.0023457258826777823,0.0023108782384795024,0.002286933395517014,0.002314453371657824,0.002483856842367351,0.0028076309880197916,0.003259212325016888,0.003857428895597281,0.0044909111885708805,0.004916453120741989,0.005203406374911694,0.005386586529911391,0.005451164404433875,0.005447748431383832,0.005579344980449756,0.0057564910968067725,0.005959792357339124,0.0061837324103974885,0.006406440452349595,0.00656045469291474,0.006662448376670347,0.006707558089048885,0.0066339537223680505,0.0064479853804421915,0.006178467691096897
inflow,electricity,grid,lines,Plastics,302.1769723006605,300.90584347030796,321.9220625242983,346.499337750907,383.39273515676643,420.0444149246972,464.9752112277142,519.5219794381917,543.0511390728242,580.0941893272218,617.8442707906427,671.6960857984602,698.0004981150489,683.3315570453522,641.347876603494,565.4778781635259,450.24081066615605,344.9687811639754,312.69412785302325,314.1436301730757,337.8735753728364,371.2239497888897,401.31778862960084,418.6120003354729,411.09929327928626,409.46792027870555,409.70066884800906,411.1562783734908,416.9826072681415,426.4680142580104,450.22678520875417,492.2451715986635,549.8683440230499,628.6688648277999,725.578863207506,807.6148093994224,871.6610420743823,919.052811312527,947.0825895546708,956.8030408606439,980.9880709168749,1014.3979877289228,1052.9287411272921,1096.646467372379,1144.7968454487996,1180.9250169179104,1209.4799925331913,1230.8287752193235,1233.3665117742153,1214.7040496357963,1180.3227641734693
inflow,electricity,grid,substations,Plastics,0.27257097156946836,0.28289011556725246,0.31400255235685964,0.34389292917454944,0.3788387694703811,0.4087416481545412,0.44315464846797004,0.47838523261079735,0.4989692073281442,0.5374868386036161,0.5876545188711759,0.6518903557057402,0.6974862361196376,0.69230142542935,0.6609334250564147,0.5851317314156098,0.4661348707238645,0.359436642265622,0.3331976027737387,0.3427250314829735,0.37004642150931394,0.41033343244064996,0.44475344494769836,0.45057289035585013,0.4322290680341772,0.4236136389373685,0.4172138357238887,0.411473679890962,0.4122647192650117,0.42566395878570445,0.45271566023308296,0.5040962085603043,0.5716684487279692,0.659793424051733,0.7528464320706791,0.843174594482317,0.9150492165196177,0.9722105036554644,1.0126691789800242,1.036071172508512,1.0649319811446645,1.102377088156015,1.14427073657403,1.1902878329627813,1.2404909080745115,1.27799664729899,1.3097620421917797,1.337057792691943,1.3475369025878612,1.3381049538116432,1.3106374446938744
inflow,electricity,grid,transformers,Plastics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflow,electricity,grid,lines,Steel,2683.6549647850297,2797.373085065944,3115.222572688476,3442.967392821252,3781.989201697824,4085.5398908495513,4491.5583655549835,5022.922682745563,5235.667159757307,5647.869201192545,6165.470986418759,6794.778081726709,7121.473666487223,7074.28034631557,6719.836030510573,5905.9069487591805,4604.745918598681,3436.1956395124416,3063.3793824808786,3066.473977050496,3255.087513028889,3603.8014021388144,3904.970147895757,3948.3214803542323,3788.7049927719,3732.604739040008,3692.1191944005664,3644.371971022172,3688.674788287653,3825.6107604760505,4078.3697949716698,4569.43565303672,5227.420717680331,6053.888873616914,6939.048957803806,7810.680112403901,8499.907307043339,9040.457491783634,9414.403264459925,9611.705290208718,9851.449975542198,10162.26389755948,10505.202346463826,10878.216473947592,11292.359618774906,11573.15267109881,11797.463644746435,11979.706994041439,12009.888570590583,11867.774546706443,11589.888340862602
inflow,electricity,grid,substations,Steel,79.68227419854941,81.77680515215457,89.4624934939971,97.18746791859465,107.69541296978036,116.7568903876083,127.16197859069071,137.62749858649838,143.72232404748206,153.82859964132066,166.2235833996472,182.65153013936816,193.44754871895393,189.21670167907152,178.45586435624818,156.72228101318137,122.94109306974747,92.85833188678654,85.61716193694416,87.79886147960319,94.2268304894873,104.64627945228916,113.92390542535473,115.65551100637582,110.85585651126131,108.83096747896796,106.97518743365447,104.53368068286525,103.6460300143633,106.0133377508688,113.14950952789422,127.48033378470504,147.05084612489352,172.85909112693582,200.25395245880074,223.76876667388186,241.6083725955556,255.13612234808795,263.72193371172045,268.21479163422134,276.5037448804021,287.5169471877192,300.1182223617667,314.1212171845765,329.08328820285965,340.5855521594158,350.1152105561771,357.72593894917895,359.94054381940407,356.20451786645367,347.30057066689704
inflow,electricity,grid,transformers,Steel,2045.2449393546879,2106.4170519164973,2293.840461055391,2479.9523609531493,2718.444037185398,2925.3849124896333,3161.9154919799516,3401.5444543509043,3545.9495249231413,3787.1466534166684,4087.7795089889014,4478.701147748339,4748.5125813513705,4692.005457298335,4486.220950892677,4026.6770774413126,3299.893727716365,2654.6554477630757,2515.8987316133484,2591.844298268449,2768.1809614503727,3031.667600047207,3267.1081859824685,3332.545098717324,3252.446310929157,3235.5267149962956,3226.930529805196,3214.55638639369,3235.9518213996776,3332.8086501839234,3540.382606899337,3910.225304200249,4393.003562421258,5017.924977435349,5678.07465153334,6263.138791329097,6718.605562383842,7070.3901057629255,7302.27612467455,7423.83589460453,7596.959547526702,7810.96892813832,8040.65087011549,8283.891571997334,8536.740872218757,8702.539286719544,8822.198892560506,8904.223219408315,8876.913942679634,8731.089662110782,8487.279052344014
inflow,electricity,grid,lines,Wood,484.591345283208,496.83286735307354,534.636396247674,600.9292597597337,660.5934451421712,698.4918989144423,777.348896367585,943.8550120760174,973.7367391700004,1032.3759838374249,1123.9942576334051,1213.443429066575,1170.8622238104692,1107.9645310939186,1004.8453823006579,812.9395082512087,555.1454336311568,339.6550933326162,258.9038862129953,252.69148009323544,275.17912603350135,310.50675172758395,343.4608861537577,361.89002908418433,342.6838966527488,342.80235729126696,347.28365266966375,356.2546046391616,374.8142567156674,386.2724564113249,408.75041002758076,460.67245464862697,530.7021299479635,624.9564237191862,737.5485772050055,829.97380954638,890.2956065803106,924.7936918165417,932.2098724834507,925.8765276300161,943.5356321642547,971.4983641290128,1005.0148867545137,1042.8302048404926,1082.3074590954475,1106.123234213814,1120.3864449101964,1124.1314984240564,1104.1403724802449,1060.5435077633706,1002.3385945233211
